uid,register_date,first_order_date,gender,city,province,country,order_count,total_amount,last_order_date,time_gap
14513,2017-02-04,2017-02-04,女,Seodaemun-gu,Seoul,KR,4,2320,2018-10-05,178
52556,2018-03-19,2018-03-19,男,沈阳市,辽宁省,CN,2,2004,2018-06-03,302
13313,2014-10-05,2015-04-09,女,广州,广东,CN,3,4690,2018-11-12,140
51038,2016-11-10,2016-11-10,女,深圳,广东,CN,2,2622,2018-05-28,308
48804,2013-11-21,2013-11-21,女,,北京,CN,2,4196,2019-03-13,19
54437,2017-07-10,2019-03-21,女,北京,北京,CN,2,4196,2019-03-26,6
48385,2014-07-11,2014-09-30,男,广州市,广东省,CN,3,1780,2019-01-31,60
39266,2014-02-21,2018-12-07,男,郑州,河南,CN,2,1380,2019-01-04,87
21423,2013-07-21,2013-07-22,男,长沙,湖南,CN,2,2796,2019-01-23,68
45178,2015-12-20,2019-03-12,男,广州,广东省,CN,4,4072,2019-03-21,11
9393,2017-10-02,2018-04-25,女,深圳,广东,CN,2,3223,2018-07-17,258
31179,2014-08-16,2014-09-10,男,北京市,,CN,2,3232,2018-12-05,117
9677,2011-06-07,2011-07-23,男,广州,广东,CN,4,2219,2019-03-08,24
54835,2011-06-13,2011-08-10,男,顺德,广东,CN,3,4070,2018-11-19,133
44837,2011-10-25,2012-01-05,男,上海市,辽宁省,CN,2,1657,2018-10-30,153
20757,2012-12-21,2012-12-21,女,上海,上海,CN,2,2675,2018-06-24,281
22363,2015-07-13,2017-11-03,男,RICHMOND,BC,CA,3,3969,2018-08-28,216
24132,2017-11-11,2017-11-11,男,上海,.,CN,3,3537,2019-03-14,18
18588,2017-11-02,2018-06-21,女,大连,辽宁,CN,2,1729,2018-06-23,282
20050,2018-02-05,2018-03-03,女,北京,北京,CN,2,4078,2019-01-19,72
55943,2017-11-24,2018-06-22,男,广州,广东,CN,2,2742,2018-09-03,210
43495,2018-02-14,2018-11-16,男,北京,.,CN,2,2792,2018-12-26,96
46562,2016-02-04,2018-01-15,女,SINGAPORE,SINGAPORE,SG,3,3347,2018-07-18,257
1451,2015-11-11,2015-11-11,女,北京,北京,CN,2,2311,2019-03-23,9
15515,2017-09-16,2017-09-16,男,上海,上海,CN,2,2694,2019-03-26,6
6885,2017-07-18,2017-07-18,男,合肥,安徽,CN,2,2192,2018-06-22,283
11189,2010-06-11,2010-06-11,女,深圳,广东,CN,2,1589,2018-05-21,315
35358,2016-03-28,2017-10-25,男,乌鲁木齐,新疆,CN,6,2238,2019-03-05,27
14146,2016-06-01,2016-06-01,男,北京,北京,CN,3,2033,2019-01-16,75
29010,2018-03-18,2018-05-10,男,东营,山东,CN,3,4962,2019-02-11,49
48464,2013-07-03,2015-10-01,男,北京,北京,CN,2,2915,2019-03-17,15
2409,2012-05-18,2018-07-09,男,北京,北京,CN,2,1991,2018-08-09,235
43912,2016-02-03,2016-02-03,男,大连,辽宁省,CN,3,1737,2019-01-16,75
29705,2012-12-06,2012-12-09,男,南阳,河南,CN,2,2411,2018-07-16,259
46862,2017-08-08,2017-10-11,男,广州,广东,CN,4,4316,2019-02-25,35
20931,2012-11-17,2014-01-06,男,北京,北京,CN,2,3015,2019-03-14,18
62128,2014-12-01,2018-06-16,男,,,CN,2,2020,2018-06-18,287
15285,2016-11-29,2016-11-29,男,廊坊,河北,CN,2,3877,2019-03-04,28
26292,2018-01-01,2018-04-25,女,哈尔滨,黑龙江,CN,2,3963,2018-04-25,341
61261,2018-01-19,2018-05-16,男,上海,上海,CN,3,2670,2018-08-24,220
61629,2015-07-11,2015-07-11,男,上海,上海,CN,2,2116,2019-02-26,34
46611,2016-07-05,2016-10-01,男,深圳,广东,CN,2,2220,2018-09-24,189
24297,2016-12-02,2016-12-02,女,珠海,广东,CN,2,2229,2019-03-29,3
19444,2013-04-22,2018-12-27,男,北京,北京,CN,2,1933,2019-02-02,58
31304,2014-11-30,2014-12-15,男,广州,广东,CN,2,2055,2018-11-09,143
9203,2016-06-22,2017-11-12,男,沈阳,辽宁,CN,2,2004,2018-06-10,295
42924,2018-01-12,2018-01-12,男,Jung-gu,Seoul,KR,2,2981,2019-03-31,1
38060,2010-02-15,2010-02-15,男,北京,北京,CN,2,2948,2018-10-10,173
34151,2017-10-15,2017-10-15,男,柳州,广西,CN,4,2227,2018-11-24,128
16513,2018-03-02,2018-03-02,女,ph,bulacan,CN,2,2800,2018-07-18,257
18353,2016-02-04,2018-02-15,男,广州,广东,CN,3,1356,2018-05-18,318
12489,2013-07-12,2014-03-10,男,泉州,福建,CN,3,1929,2018-04-16,350
37928,2018-02-08,2018-06-14,男,广州,广东,CN,2,2572,2018-07-13,262
27257,2016-01-13,2019-03-02,女,广州,广东,CN,3,2442,2019-03-17,15
32224,2016-07-30,2016-07-30,女,北京,.,CN,2,1855,2018-09-13,200
25842,2014-08-11,2014-09-30,女,长春,吉林,CN,2,3120,2018-10-17,166
18257,2015-12-13,2016-11-08,男,珠海,广东,CN,2,2148,2018-11-05,147
27580,2018-03-19,2018-08-13,男,上海,上海,CN,3,3596,2019-03-02,30
6718,2018-01-08,2018-01-09,男,广州,广东,CN,4,3984,2018-07-09,266
11786,2013-01-06,2019-03-29,男,东莞,广东,CN,2,4154,2019-03-31,1
13186,2014-08-29,2014-11-20,男,深圳,广东,CN,2,4154,2018-06-27,278
19234,2012-02-15,2019-01-03,女,珠海,广东,CN,2,4154,2019-01-03,88
21772,2014-03-20,2018-09-11,男,深圳,广东,CN,2,4154,2019-03-18,14
21813,2013-10-29,2018-07-27,男,深圳,广东,CN,2,4154,2018-07-29,246
27984,2011-11-07,2018-10-02,男,北京,北京,CN,2,4154,2018-10-05,178
36432,2017-09-11,2018-09-14,女,,北京,CN,2,4154,2018-09-23,190
36459,2017-11-06,2018-10-02,女,,,CN,2,4154,2019-01-12,79
39853,2014-01-01,2014-01-03,男,北京,北京,CN,2,4154,2019-03-04,28
53177,2014-12-10,2018-08-20,男,北京,,CN,2,4154,2018-08-25,219
28782,2017-07-24,2018-07-15,男,上海,上海,CN,3,3331,2018-08-05,239
11911,2015-09-27,2015-10-31,男,上海,上海,CN,3,3245,2018-10-10,173
21511,2013-07-16,2014-05-31,女,,,TW,2,2065,2019-02-27,33
7768,2015-12-31,2016-02-17,男,大连,辽宁,CN,4,3243,2018-10-30,153
4281,2014-09-26,2014-09-26,男,上海,上海,CN,3,3585,2018-08-26,218
20621,2012-06-13,2014-11-17,男,长春,吉林,CN,2,1680,2019-01-20,71
12929,2014-11-27,2015-05-30,男,武宣,广西,CN,4,2102,2019-01-22,69
7468,2018-02-15,2018-08-15,男,哈尔滨,黑龙江,CN,2,1714,2018-08-22,222
9852,2011-10-17,2015-09-04,男,北京,北京,CN,2,1866,2018-10-03,180
44593,2011-03-29,2011-03-29,男,长春,吉林,CN,2,1866,2018-06-09,296
4295,2014-09-30,2014-09-30,女,武汉市,湖北省,CN,4,3940,2018-12-19,103
43286,2017-11-19,2017-11-19,男,太原,山西,CN,3,4110,2019-03-21,11
3663,2014-01-11,2014-01-11,女,,CAPERTINO,US,2,2495,2019-01-01,90
59306,2016-03-10,2016-09-14,女,桂林,广西,CN,3,3384,2018-07-03,272
28278,2012-08-31,2015-07-08,男,,,TW,2,2892,2018-12-20,102
3353,2013-05-21,2013-07-13,男,,,SG,2,2202,2018-12-17,105
58449,2015-03-01,2015-03-01,男,,,CN,4,2744,2018-11-29,123
58840,2015-05-21,2015-05-21,女,武汉,湖北,CN,2,1894,2018-10-28,155
22815,2015-11-03,2016-03-25,女,东莞,广东,CN,2,2582,2018-08-09,235
55052,2011-12-16,2012-06-24,女,上海,上海,CN,2,2119,2018-09-01,212
41270,2016-05-16,2017-05-16,女,上海,上海,CN,2,3419,2018-05-03,333
61353,2018-01-02,2018-01-02,女,南京,江苏,CN,4,2474,2019-02-16,44
41737,2016-07-28,2016-08-11,男,上海,-,CN,3,2898,2019-03-17,15
9078,2015-12-13,2018-12-12,女,北京,北京,CN,2,3934,2018-12-14,108
40325,2014-11-02,2018-12-23,男,广州,广东,CN,2,3934,2018-12-25,97
40625,2016-11-21,2016-11-26,男,北京,北京,CN,2,3934,2019-02-16,44
54434,2017-07-10,2018-12-20,男,广州,广东,CN,2,3934,2018-12-24,98
57486,2013-07-02,2018-11-21,男,广州,广东,CN,2,3934,2018-11-25,127
46829,2017-07-02,2017-09-08,男,三明,福建,CN,2,2254,2018-04-16,350
8517,2011-04-02,2011-04-02,女,长春,吉林,CN,2,3750,2019-02-23,37
41936,2017-02-08,2017-02-08,男,仙桃,湖北,CN,2,1770,2018-09-10,203
40501,2017-05-14,2017-05-14,男,厦门,福建,CN,3,1701,2018-07-15,260
6802,2017-08-12,2017-08-12,女,佛山,广东,CN,5,3020,2018-08-10,234
16324,2018-03-06,2018-03-08,男,上海,上海,CN,2,1774,2018-08-23,221
18373,2016-05-19,2018-05-16,女,郑州,河南,CN,2,1774,2018-07-15,260
1643,2017-02-14,2018-09-16,男,增城,广东,CN,3,3567,2018-12-16,106
41135,2016-03-25,2016-03-26,男,广州,广东,CN,9,3420,2018-12-30,92
36358,2017-04-04,2018-09-04,男,东莞,广东,CN,4,2638,2019-02-09,51
33546,2017-07-27,2017-07-27,男,乌鲁木齐,新疆,CN,2,3566,2018-04-02,364
61734,2014-12-31,2015-01-02,男,本溪市,辽宁省,CN,3,3078,2018-09-03,210
23272,2016-08-20,2016-09-30,女,北碚,重庆,CN,3,3564,2019-02-22,38
9292,2017-01-24,2018-12-01,男,北京,北京,CN,2,4305,2019-03-14,18
18344,2016-01-24,2017-09-02,男,,北京,CN,2,1623,2018-10-29,154
9840,2011-09-16,2011-12-08,男,郑州,河南,CN,3,1959,2018-09-15,198
13364,2015-01-27,2015-02-23,男,广州,广东,CN,3,5397,2018-10-29,154
32045,2016-03-10,2016-03-11,男,上海,-,CN,3,4124,2018-10-22,161
14343,2016-06-10,2016-06-10,男,东莞市,,CN,5,2068,2018-12-19,103
21112,2013-03-11,2013-04-04,男,东莞,广东,CN,2,2721,2019-01-21,70
45286,2016-07-08,2017-04-14,男,湛江,广东,CN,4,3374,2018-08-28,216
17307,2014-08-07,2018-05-16,男,哈尔滨,黑龙江,CN,2,1820,2018-08-21,223
20207,2010-03-01,2010-03-25,男,龙岩,福建,CN,2,1820,2018-08-13,231
53222,2017-10-11,2018-03-19,女,哈尔滨,黑龙江,CN,2,2440,2018-04-11,355
7303,2018-01-25,2018-01-25,女,广州市,广东,CN,3,3384,2018-06-14,291
20151,2009-12-30,2009-12-30,男,北京,北京,CN,2,1379,2019-02-13,47
21597,2013-09-02,2013-10-29,男,佛山,广东,CN,3,1908,2018-07-25,250
61366,2018-03-05,2018-12-09,男,METRO MANILA,,PH,2,2696,2018-12-10,112
9085,2015-12-13,2019-01-18,男,大连,辽宁,CN,3,1737,2019-01-31,60
49101,2014-04-01,2014-04-01,男,广州,广东,CN,2,1954,2018-10-10,173
27267,2016-01-13,2016-06-02,男,上海,上海,CN,2,1881,2018-11-29,123
51164,2017-01-02,2017-01-04,男,上海,-,CN,2,2684,2018-12-15,107
54219,2016-01-15,2018-09-15,女,北京,北京,CN,4,2100,2018-09-20,193
62156,2014-07-16,2018-01-03,男,,,CN,2,2892,2018-10-06,177
62111,2016-04-17,2016-07-06,女,北京,.,CN,2,2400,2018-08-16,228
60413,2017-09-14,2017-09-14,男,恩施,湖北,CN,6,2874,2018-10-21,162
55770,2017-04-18,2017-06-16,男,昆山,江苏,CN,4,2759,2019-01-17,74
25681,2018-01-16,2018-07-18,男,哈尔滨,黑龙江,CN,3,1788,2018-11-05,147
58303,2017-02-04,2018-11-19,男,北京,北京,CN,2,5201,2018-11-26,126
59687,2016-11-22,2016-11-22,男,北京,北京,CN,2,2355,2018-10-19,164
50330,2017-12-26,2017-12-26,女,上海,上海,CN,3,2283,2018-04-12,354
61507,2018-03-01,2018-03-22,男,沈阳,辽宁,CN,2,1709,2018-12-29,93
4308,2015-04-29,2015-05-06,男,兰州,甘肃,CN,2,2252,2018-08-11,233
10894,2018-01-29,2018-03-04,女,邵东,湖南,CN,4,5072,2019-02-24,36
20496,2012-05-17,2012-05-17,男,长沙市,湖南省,CN,3,3403,2018-07-18,257
45077,2013-10-23,2013-10-23,男,广州市,,CN,2,2630,2018-12-28,94
11667,2012-09-17,2012-10-22,男,,,HK,2,1732,2018-04-21,345
61651,2014-09-11,2014-09-11,男,南京,南京,CN,3,3087,2019-01-01,90
52762,2014-10-24,2014-10-24,男,上海,上海,CN,2,2900,2018-12-21,101
7228,2018-01-27,2019-03-26,女,阿克苏,新疆,CN,2,4583,2019-03-26,6
41156,2017-10-13,2017-12-06,男,厦门,福建,CN,2,2000,2018-08-16,228
58149,2014-07-07,2015-01-14,男,广州,广东,CN,2,2071,2019-01-15,76
34481,2018-03-10,2018-03-20,男,沈阳市,辽宁省,CN,2,1298,2018-12-20,102
36469,2017-12-25,2018-04-25,男,沈阳,辽宁,CN,3,1947,2018-11-01,151
43589,2018-03-20,2018-03-26,男,沈阳,辽宁省,CN,2,1298,2018-12-28,94
27138,2015-05-17,2017-01-12,女,广州,广东,CN,2,2407,2019-02-02,58
54254,2016-01-13,2019-01-19,女,广州,广东,CN,2,2616,2019-01-21,70
61535,2014-11-24,2014-11-24,男,大连,辽宁,CN,2,2340,2019-03-12,20
11197,2010-06-16,2019-03-22,女,广州,广东,CN,2,2572,2019-03-31,1
20558,2012-05-07,2019-01-19,男,北京,北京,CN,2,2616,2019-02-21,39
57215,2013-05-10,2013-07-05,女,北京,北京,CN,2,2977,2019-01-07,84
3315,2013-05-20,2013-05-20,女,MIAMI,,US,3,3969,2018-04-19,347
36019,2014-08-18,2014-09-17,男,深圳,广东,CN,3,4108,2018-10-08,175
11810,2012-11-11,2019-01-18,男,贵阳,贵州,CN,4,2000,2019-03-06,26
7749,2015-12-01,2016-02-24,男,大连市,辽宁,CN,2,3664,2019-03-05,27
9444,2018-01-31,2018-05-06,男,佛山,广东 ,CN,3,3483,2019-03-10,22
46634,2016-08-19,2018-05-19,男,长春市,吉林省,CN,3,4366,2018-08-13,231
24644,2017-06-30,2017-06-30,女,西安,陕西,CN,4,2398,2018-10-27,156
11798,2012-10-24,2018-09-01,男,上海,上海,CN,2,1913,2018-11-09,143
47288,2010-05-13,2010-05-13,男,镇江,江苏,CN,3,2955,2018-08-18,226
52289,2018-03-17,2018-12-28,女,上海,上海,CN,4,3116,2019-03-06,26
18114,2013-07-03,2013-07-03,男,乌鲁木齐,新疆,CN,3,4404,2018-12-28,94
9424,2017-11-20,2018-06-15,男,增城,广东,CN,4,3579,2018-09-05,208
16847,2015-01-29,2015-01-30,男,沈阳市,辽宁省,CN,3,3726,2018-05-30,306
39714,2013-10-15,2019-01-24,男,南京,江苏,CN,2,2605,2019-01-26,65
43231,2018-01-04,2018-01-11,男,上海,上海,CN,3,2283,2018-12-19,103
50118,2016-07-24,2018-08-17,男,烟台,山东,CN,2,1712,2019-01-22,69
44236,2016-07-27,2016-07-27,女,沈阳,辽宁,CN,2,3359,2019-03-20,12
48059,2013-01-31,2013-03-23,男,北京,北京,CN,2,1699,2019-03-24,8
34325,2018-02-02,2019-03-14,女,长沙市,湖南,CN,2,2796,2019-03-18,14
46908,2017-10-12,2018-06-04,男,Daejeon,,KR,2,1858,2018-06-11,294
35532,2011-03-03,2011-03-03,男,长春,吉林,CN,2,1686,2018-08-29,215
34328,2018-03-16,2018-08-19,女,沈阳市,辽宁省,CN,3,1947,2019-01-27,64
45750,2011-06-07,2014-02-19,男,广州,广东,CN,2,2684,2018-11-11,141
34230,2018-03-21,2018-11-08,男,上海,上海,CN,2,2119,2019-03-24,8
116,2015-12-20,2018-06-08,男,福州市,福建,CN,3,2782,2019-03-14,18
16887,2017-03-09,2017-03-09,男,Seocho-gu,Seoul,KR,3,2275,2019-03-03,29
27452,2017-07-10,2018-02-19,女,佛山,广东,CN,3,3154,2018-09-02,211
59331,2016-03-22,2016-08-01,女,广州,广东,CN,2,3444,2018-06-22,283
482,2018-01-15,2018-06-13,女,广州,广东,CN,2,5344,2018-12-17,105
13596,2015-06-23,2016-01-17,男,北京,北京,CN,4,3577,2018-09-11,202
36325,2017-01-15,2018-05-04,女,广州,广东,CN,3,5601,2019-01-15,76
45164,2015-12-13,2017-11-26,男,汕头,广东,CN,2,3122,2018-07-18,257
35713,2012-12-13,2012-12-13,男,长春,吉林,CN,2,1692,2019-03-26,6
20918,2013-01-12,2013-04-30,女,长沙,湖南,CN,3,3278,2019-01-23,68
57635,2015-09-19,2015-09-19,男,武汉,湖北,CN,2,1881,2018-06-17,288
58102,2016-04-22,2016-04-25,男,长沙,湖南,CN,2,1910,2019-03-08,24
55974,2017-12-28,2018-02-16,男,乌鲁木齐,新疆,CN,3,3933,2019-01-08,83
61294,2018-03-23,2018-03-23,女,武汉,湖北,CN,3,2262,2018-04-13,353
57461,2013-07-28,2014-09-07,男,成都,四川,CN,3,5152,2018-07-20,255
9446,2018-02-02,2018-03-14,男,沈阳,辽宁,CN,2,2004,2018-08-20,224
14000,2016-04-30,2017-01-14,男,贵阳,贵州,CN,4,3065,2019-01-11,80
56285,2010-06-07,2010-09-08,女,香港,,HK,4,2664,2018-06-08,297
54281,2016-03-31,2016-11-06,男,珠海,广东,CN,3,2850,2018-04-02,364
19964,2017-08-29,2018-10-14,男,.,北京,CN,2,2088,2019-01-03,88
54496,2017-10-23,2018-07-16,男,佛山,广东,CN,2,2376,2018-07-21,254
27632,2010-12-27,2018-09-20,女,上海,上海,CN,2,2489,2018-10-17,166
29776,2014-08-01,2018-05-03,女,沈阳市,辽宁,CN,3,3969,2018-08-12,232
58988,2015-11-24,2015-11-24,男,连云港,江苏,CN,3,2142,2018-09-10,203
35509,2010-12-17,2011-01-23,男,沈阳市,辽宁省,CN,2,2004,2018-12-19,103
30437,2013-06-26,2013-07-08,男,苏州,江苏,CN,2,2463,2019-03-08,24
30507,2013-09-29,2013-09-29,男,广州,广东,CN,2,2780,2018-11-26,126
7175,2018-03-10,2018-10-03,男,Ota-ku,Tokyo-to,JP,2,1845,2019-03-18,14
13620,2015-09-24,2015-09-24,男,孝感市,湖北省,CN,2,2253,2019-03-16,16
9843,2011-08-05,2019-02-07,女,广州,广东,CN,2,3357,2019-03-20,12
58035,2014-06-09,2018-10-26,男,广州,广东,CN,3,2980,2018-11-01,151
28292,2012-11-06,2012-12-02,女,广州,广东,CN,3,1632,2018-04-20,346
52443,2018-01-24,2018-06-04,男,北京,北京,CN,2,3145,2018-07-08,267
36423,2017-09-03,2019-01-22,男,,北京,CN,2,2864,2019-02-20,40
7458,2018-01-01,2018-04-25,女,哈尔滨,黑龙江,CN,2,3852,2018-04-25,341
10516,2016-06-17,2016-06-17,男,上海,上海,CN,2,2750,2018-09-13,200
32212,2016-03-21,2016-03-26,男,海拉尔,内蒙古,CN,2,1892,2019-03-23,9
54449,2017-07-31,2018-07-10,女,佛山,广东,CN,2,2423,2018-09-22,191
22967,2015-09-20,2015-09-20,男,南京,江苏,CN,2,2060,2019-03-29,3
15205,2016-11-09,2016-11-09,女,广州,广东,CN,3,4200,2018-04-28,338
62671,2013-11-24,2013-11-25,男,,,CN,3,2091,2019-02-28,32
16803,2014-10-23,2014-10-23,男,长春,吉林,CN,2,3040,2018-11-25,127
23679,2016-05-04,2016-05-07,女,东台,江苏,CN,3,3979,2019-02-10,50
34839,2016-02-14,2016-02-14,女,南京,江苏,CN,2,1769,2019-02-28,32
25363,2018-03-07,2018-03-07,男,义乌,浙江,CN,3,3766,2018-04-10,356
27497,2017-09-26,2018-04-08,男,汕头,广东,CN,2,3091,2018-05-26,310
52544,2018-02-20,2018-02-20,男,Gangnam-gu,Seoul,KR,2,2230,2019-02-27,33
42481,2017-07-18,2017-07-18,男,武汉,湖北,CN,2,1602,2018-07-08,267
41801,2017-03-09,2017-03-09,男,深圳,广东省,CN,3,1935,2019-01-08,83
316,2016-12-04,2017-07-15,女,广州,广东,CN,5,3328,2019-02-13,47
25931,2017-05-22,2017-05-22,男,Suwon-si,Gyeonggi-do,KR,5,2900,2018-10-25,158
43016,2017-09-22,2017-09-22,男,Gangseo-gu,Seoul,KR,4,2320,2018-09-30,183
5630,2016-11-20,2016-11-20,女,北京,北京,CN,2,4154,2018-07-02,273
38464,2012-06-07,2019-02-25,女,北京,北京,CN,2,4154,2019-02-26,34
29772,2013-09-11,2018-07-04,女,北京,北京,CN,2,4044,2018-08-11,233
24025,2017-04-06,2017-04-06,男,北京,北京,CN,2,2950,2019-01-04,87
11755,2013-09-11,2018-01-26,女,北京,北京,CN,2,2423,2018-05-31,305
34969,2017-04-28,2017-08-23,女,青岛,山东,CN,6,3875,2018-08-28,216
46298,2012-07-25,2012-12-08,男,北京,北京,CN,4,1779,2018-10-22,161
58492,2016-02-02,2016-02-02,男,格尔木,青海省,CN,2,2501,2018-07-29,246
60247,2016-12-09,2016-12-09,男,广州,广东,CN,4,3901,2018-12-08,114
53897,2012-11-15,2012-11-15,男,哈尔滨,黑龙江省,CN,2,2020,2018-11-26,126
36897,2011-10-29,2012-05-23,男,,,HK,2,2861,2019-03-31,1
98,2015-11-19,2018-08-12,女,北京,北京,CN,2,1943,2018-12-24,98
16794,2014-08-02,2014-08-02,女,上海市,上海,CN,2,3419,2018-12-07,115
38803,2012-11-06,2017-07-05,女,广州,广东,CN,2,2049,2018-05-04,332
3425,2013-07-13,2018-09-15,男,常州,江苏,CN,2,2868,2018-09-24,189
31198,2014-08-07,2014-08-07,男,南海,广东,CN,2,3934,2018-12-12,110
54701,2011-03-30,2015-11-15,男,广州,广东,CN,2,3934,2019-03-30,2
1524,2016-06-22,2016-12-22,女,石家庄,河北,CN,3,2023,2018-07-29,246
47908,2012-12-01,2019-03-17,男,北京,北京,CN,2,1714,2019-03-18,14
18131,2014-05-15,2014-07-16,女,西安,陕西,CN,2,3228,2018-04-16,350
7084,2017-11-12,2018-01-27,男,北京,北京,CN,2,1882,2018-05-18,318
47868,2013-04-08,2014-02-22,男,佛山,广东,CN,3,2862,2018-07-31,244
251,2016-05-08,2018-05-10,女,广州,广东,CN,2,2257,2018-09-29,184
20009,2017-12-30,2018-10-22,女,长沙,湖南,CN,2,1878,2018-10-28,155
52503,2018-02-26,2018-08-07,女,东莞,广东,CN,3,4232,2018-08-13,231
28392,2015-01-02,2018-07-26,女,大连,辽宁,CN,2,5107,2018-07-26,249
47910,2013-01-11,2013-01-11,男,,,TW,4,3245,2019-03-03,29
42650,2017-07-18,2017-07-18,男,东莞,广东,CN,2,2861,2018-09-26,187
27223,2015-12-29,2018-04-18,女,佛山,广东,CN,2,4938,2018-04-22,344
5775,2017-12-22,2018-01-13,女,桂林,广西,CN,3,1809,2018-04-19,347
19720,2016-08-24,2017-01-24,女,北京,北京,CN,2,2392,2018-10-17,166
8560,2012-07-31,2012-08-20,男,大连,辽宁,CN,3,2664,2018-11-30,122
49718,2015-09-01,2015-09-01,男,成都市,四川省,CN,2,2836,2018-12-29,93
31492,2015-02-01,2017-08-10,女,海口,海南,CN,5,4795,2018-07-10,265
16917,2016-01-19,2018-12-05,男,上海,上海,CN,2,2284,2018-12-08,114
5279,2016-08-04,2016-08-04,男,石家庄,河北,CN,2,1582,2018-07-11,264
20796,2012-08-20,2014-10-22,男,北京,北京,CN,2,2656,2018-12-23,99
54347,2016-10-30,2018-06-17,男,增城,广东,CN,2,3122,2018-08-27,217
29741,2014-07-25,2014-07-25,男,武汉市,湖北省,CN,2,2266,2019-03-31,1
46103,2012-02-18,2019-02-19,男,北京,北京,CN,2,2266,2019-03-24,8
33034,2016-11-25,2016-11-30,男,上海,上海,CN,3,1635,2019-02-23,37
15225,2017-02-26,2019-01-13,男,北京,北京,CN,2,2616,2019-02-06,54
7221,2017-12-31,2017-12-31,男,吉林,吉林,CN,2,1580,2018-06-27,278
1930,2018-02-01,2018-10-24,男,广州,广东,CN,2,1808,2018-10-27,156
139,2015-12-06,2019-02-02,男,广州,广东,CN,2,1746,2019-02-12,48
18942,2011-08-16,2011-10-14,男,番禺,广东,CN,2,1746,2019-02-09,51
18160,2014-12-15,2015-01-28,男,杭州　,浙江,CN,2,2634,2018-10-18,165
3866,2015-04-01,2015-04-03,男,杭州,浙江,CN,2,2269,2019-03-25,7
40756,2015-07-07,2015-07-08,女,,120330,SG,3,3189,2018-10-27,156
38334,2010-11-26,2011-04-27,女,上海,上海,CN,3,3493,2019-03-25,7
57569,2013-08-23,2013-08-23,女,北京,北京,CN,4,2307,2018-10-07,176
19255,2012-03-04,2014-08-06,女,南宁,广西,CN,3,2042,2018-10-06,177
27996,2011-11-18,2018-09-13,女,北京,北京,CN,2,1659,2018-09-29,184
427,2017-09-11,2018-01-27,男,广州,广东,CN,2,1526,2018-05-05,331
56004,2018-01-21,2019-02-04,女,广州,广东,CN,2,1744,2019-02-15,45
43435,2018-03-06,2018-12-23,男,深圳,广东,CN,2,2556,2018-12-31,91
6292,2017-10-01,2017-10-01,女,西安,陕西,CN,2,3390,2018-12-24,98
53516,2010-11-10,2011-10-30,男,,,CN,2,1298,2019-03-26,6
26317,2015-07-26,2015-12-16,女,哈市,黑龙江,CN,2,2020,2019-03-26,6
4543,2015-04-15,2015-04-15,女,上海,,CN,3,2896,2019-02-23,37
45332,2016-11-06,2017-12-14,女,佛山,广东,CN,3,4829,2019-03-16,16
45748,2011-06-04,2014-12-28,男,北京,北京,CN,3,2557,2018-10-03,180
8036,2017-10-13,2017-10-16,女,沈阳市,辽宁省,CN,3,3078,2018-04-23,343
22060,2014-02-13,2014-02-13,男,深圳,广东,CN,2,3058,2018-04-25,341
9239,2016-07-31,2016-08-20,男,北京,北京,CN,2,2626,2018-09-08,205
7270,2018-01-18,2018-01-18,男,鹤岗,黑龙江,CN,2,4677,2018-04-20,346
52467,2018-03-06,2018-03-10,女,北京,.,CN,4,3970,2018-06-17,288
49277,2017-12-09,2017-12-09,女,杭州,浙江,CN,2,3425,2018-11-27,125
32964,2017-03-18,2017-04-10,女,乐清,浙江,CN,3,3045,2018-06-10,295
47789,2012-11-23,2018-08-29,男,温州,浙江,CN,3,3045,2018-11-08,144
55132,2011-12-28,2012-04-11,男,广州,广东,CN,2,2181,2019-02-23,37
9077,2015-12-13,2018-09-07,女,沈阳,辽宁,CN,3,3022,2018-12-20,102
43317,2018-03-02,2018-03-11,男,MISSISSAUGA,ONTARIO,CA,3,2192,2018-04-25,341
11302,2010-09-12,2011-01-05,男,贵阳,贵州,CN,2,2151,2018-09-29,184
59480,2018-01-01,2018-01-01,女,烟台,山东,CN,2,2705,2018-07-23,252
27089,2015-10-14,2015-11-28,女,SHANGHAI,,CN,2,2410,2018-09-30,183
11090,2010-03-18,2010-05-03,女,郑州,河南,CN,2,1577,2018-10-13,170
11858,2012-12-05,2017-09-23,男,杭州,浙江,CN,3,3027,2019-02-10,50
7000,2017-09-18,2017-09-18,男,北京,.,CN,3,1590,2018-06-28,277
42077,2017-12-12,2018-08-30,女,海口,海南,CN,4,4540,2019-02-22,38
52571,2018-03-28,2018-03-28,男,沈阳市,辽宁省,CN,2,1820,2018-04-02,364
30263,2013-06-03,2014-06-24,男,广州,广东,CN,3,1801,2018-09-20,193
4860,2015-11-15,2015-11-17,男,,,CN,4,2893,2018-07-08,267
49617,2016-08-28,2016-08-28,男,南宁,广西,CN,5,4157,2018-11-28,124
23755,2017-01-14,2017-01-14,男,银川市,宁夏,CN,3,4128,2019-02-13,47
17830,2014-02-10,2014-02-10,男,敦化,吉林,CN,2,2129,2018-10-25,158
8174,2017-07-13,2017-07-13,男,北京,.,CN,3,3011,2019-03-11,21
61422,2018-03-08,2018-03-08,男,北京,.,CN,3,3621,2018-06-29,276
15991,2017-10-08,2017-10-08,女,北京市,.,CN,2,2392,2019-01-29,62
